gender,status,JAMP,Ethnicity,GPA_O,GPA_S,GPA_G,highest_mcat_2015,CASPer Score
Male,RB,N,African American,2.97,2.75,3.28,494,
Female,RB,N,Asian,3.47,3.52,0,485,-1.4
Male,RB,N,Hispanic,3.62,3.49,0,505,
Male,RB,N,White/Caucasian,3.74,3.85,0,490,
Male,RB,N,Hispanic,3.74,3.72,0,496,-0.07
Female,RB,N,Asian,3.77,3.64,0,502,
Female,RAI,N,Unreported,4,4,0,514,0.54
Male,RB,N,Asian,4,4,0,511,-0.75
Female,WM,Y,White/Caucasian,3.91,3.82,0,503,-1.31
Male,RB,N,White/Caucasian,3.27,2.89,0,508,0.4
Female,RB,N,White/Caucasian,3.58,3.44,0,512,0.96
Male,WA,N,White/Caucasian,4,4,0,524,-0.44
Female,RB,N,Asian,3.57,3.21,0,508,
Female,RB,N,Unreported,3.6,3.29,0,508,0.41
Male,RB,N,White/Caucasian,3.63,3.76,0,506,
Male,RB,N,White/Caucasian,4,4,0,506,-1.23
Female,RB,N,White/Caucasian,3.89,3.81,0,504,
Male,RB,N,White/Caucasian,3.8,3.69,0,519,-1.79
Female,RB,N,Hispanic,3.92,3.89,0,503,0.58
Female,RB,N,Hispanic,3.76,3.57,0,507,0.16
Male,RB,N,Hispanic,3.48,3.21,0,506,-0.79
Female,RB,N,Hispanic,3.14,3.07,0,487,-0.98
Male,RB,N,Hispanic,3.36,3.24,0,491,0.74
Male,WA,N,Hispanic,3.93,3.94,0,516,-0.37
Female,RB,N,Hispanic,3.69,3.72,0,490,-1.07
Male,RB,N,Hispanic,3.46,3.22,3.66,494,
Male,RB,N,Hispanic,3.88,3.87,0,507,-1.38
Male,RB,N,Unreported,3.73,3.64,4,509,0.13
Male,RB,N,Hispanic,3.85,3.84,4,508,
Male,RB,N,Hispanic,3.24,3.07,3.82,506,
Female,RB,N,Hispanic,2.94,2.66,3.67,477,
Male,RB,N,Hispanic,3.62,3.59,0,507,-0.74
Male,RB,N,Hispanic,3.49,3.43,0,503,0.51
Male,RB,N,White/Caucasian,3.97,4,0,514,0
Female,RB,N,White/Caucasian,3.48,2.94,0,501,-0.28
Male,RB,N,White/Caucasian,3.99,4,0,500,
Female,RB,N,Unreported,3.36,3.24,0,503,0.2
Male,RB,N,White/Caucasian,3.84,3.66,3.83,510,
Female,RB,N,Hispanic,3.59,3.2,3.94,513,
Female,RB,N,Hispanic,3.78,3.74,0,500,-0.88
Female,WM,N,Hispanic,3.81,3.72,0,517,-2.01
Female,WM,N,Hispanic,4,4,0,514,-0.25
Female,RB,N,Hispanic,3.88,3.8,0,504,1.83
Female,RB,N,Asian,3.59,3.39,0,,
Female,RB,N,Hispanic,3.42,3.22,0,,
Female,RB,N,White/Caucasian,3.51,3.27,0,493,0.61
Male,RB,N,Asian,3.67,3.9,0,504,
Female,RB,N,Asian,3.88,3.84,0,512,0.83
Female,RB,N,Asian,3.75,3.74,0,485,-0.91
Female,RB,N,Asian,3.85,3.75,0,514,-0.36
Male,RB,N,Asian,3.56,3.48,3.64,510,-0.42
Female,RB,N,Hispanic,3.15,2.75,0,492,-0.29
Female,WM,Y,Asian,3.97,3.95,0,518,-0.82
Female,RB,N,Asian,3.52,3.39,3.8,517,
Female,WA,N,Asian,4,4,0,522,1.09
Female,RB,N,Asian,3.37,3.26,0,512,0.76
Female,RB,N,Asian,3.78,3.8,0,507,1.93
Female,RB,N,Asian,3.24,3.04,0,500,0.36
Female,RB,N,Asian,3.8,3.75,0,489,-0.48
Female,WM,N,Asian,3.96,3.97,0,514,1.03
Female,RB,N,Asian,3.82,3.73,4,506,-0.71
Female,RB,N,Asian,3.93,4,0,,
Male,RB,N,Asian,3.9,3.83,0,504,
Male,RB,N,Asian,3.63,3.47,0,509,
Male,RB,N,Multiple,3.66,3.45,3.9,489,0.91
Female,RB,N,Unreported,3.88,3.91,0,510,1.75
Male,RB,N,Unreported,3.51,3.32,0,511,-1.26
Female,RB,N,Asian,3.97,3.94,0,506,-1.48
Male,RB,N,Asian,3.7,3.75,3,514,-0.15
Male,RB,N,Asian,3.39,3.35,0,508,-1.77
Male,RB,N,Asian,3.79,3.67,0,510,
Female,RB,N,Multiple,3.14,2.77,3.67,494,-1.01
Female,RB,N,Asian,3.88,3.8,0,503,
Male,RB,N,Asian,3.82,3.82,3.95,503,
Male,RB,N,Asian,3.77,3.79,0,509,
Male,WB,N,Asian,4,4,0,517,2.04
Female,RB,N,Asian,3.94,3.9,0,504,0.02
Male,RB,N,Asian,2.91,2.87,2.98,,
Male,RB,N,Asian,3.05,3.11,3.05,508,-0.99
Female,RB,N,Asian,3.8,3.69,3.58,505,-0.02
Male,WM,Y,Asian,3.84,4,0,503,0.28
Female,RB,N,Multiple,3.72,3.46,0,511,-0.48
Male,RB,N,White/Caucasian,3.74,3.66,0,512,-0.59
Female,RB,N,White/Caucasian,3.97,3.96,0,506,
Male,WM,N,Hispanic,3.54,3.32,4,518,0.95
Male,RB,N,Hispanic,3.7,3.65,0,496,-2.63
Female,RB,N,White/Caucasian,3.63,3.31,0,514,0.2
Female,RB,N,Asian,3.85,3.75,0,511,1.43
Female,WM,Y,Asian,4,4,0,511,-1.48
Female,RB,N,Asian,3.57,3.41,3.78,499,
Male,WI,N,Asian,3.97,3.95,0,520,-0.57
Female,WM,N,Asian,3.97,3.94,0,514,0.83
Female,WM,N,Asian,3.74,3.61,0,513,0.59
Female,RB,N,Unreported,3.93,3.86,0,512,1.54
Male,RB,N,Hispanic,2.87,2.92,3.79,499,1.85
Female,RB,N,White/Caucasian,3.94,3.95,0,,
Male,RB,N,Asian,3.73,3.59,0,507,0.59
Female,RB,N,Asian,3.79,3.73,0,513,-0.57
Female,WB,N,Hispanic,3.85,3.87,0,510,-0.48
Female,WA,N,Asian,3.98,4,0,522,1.41
Male,RB,N,Unreported,3.45,2.86,2,507,1.25
Female,WM,N,Asian,3.87,3.77,0,519,1.03
Male,OA,N,Asian,3.97,3.95,0,520,0.83
Female,RB,N,White/Caucasian,3.69,3.35,0,501,-0.98
Male,AD,N,White/Caucasian,4,4,0,518,-0.41
Male,RB,N,Asian,3.97,4,0,517,-0.83
Female,RB,N,Asian,3.92,3.82,0,,
Male,RB,N,Asian,3.45,3.38,0,514,-0.76
Male,RB,N,Asian,3.87,3.79,0,509,-0.2
Female,RB,N,White/Caucasian,3.61,3.61,0,504,-0.54
Male,WB,N,White/Caucasian,3.94,3.9,0,512,-0.43
Male,RB,N,White/Caucasian,3.77,3.89,0,508,-0.36
Female,RB,N,African American,3.62,3.3,0,497,-1.07
Male,RB,N,White/Caucasian,3.95,4,0,508,
Male,RB,N,Hispanic,3.54,3.25,0,500,
Male,OA,N,White/Caucasian,4,4,4,518,-1.22
Female,RB,N,White/Caucasian,3.81,3.67,0,507,-0.07
Male,RAI,N,White/Caucasian,4,4,0,522,-1.88
Female,RB,N,White/Caucasian,3.88,3.84,0,501,0.01
Male,WM,N,Asian,3.98,4,0,521,0.37
Male,RB,N,Asian,3.7,3.49,0,512,1.97
Male,WM,N,White/Caucasian,3.94,3.95,0,516,-0.91
Male,WA,N,White/Caucasian,3.75,3.76,0,521,0.51
Female,RB,N,Hispanic,3.13,2.84,0,495,
Male,RB,N,Unreported,3.2,2.83,0,512,
Female,RB,N,White/Caucasian,3.85,3.81,0,510,-0.72
Female,RB,N,White/Caucasian,3.66,3.42,0,501,-0.95
Male,RB,N,White/Caucasian,3.67,3.65,0,502,-1.48
Male,RB,N,White/Caucasian,3.32,3.33,0,503,0.13
Female,RB,N,African American,3.75,3.68,0,492,-0.27
Female,WI,N,African American,3.78,3.61,0,511,-0.11
Male,DF,N,White/Caucasian,4,4,0,521,0.02
Female,RB,N,African American,3.33,3.24,0,503,-1.47
Female,RB,N,African American,3.33,3.24,0,503,-1.47
Female,RB,N,Asian,3.93,3.93,0,511,-0.16
Female,RB,N,White/Caucasian,3.81,3.73,0,499,
Female,RB,N,Asian,3.53,3.31,0,496,0.22
Female,RB,N,White/Caucasian,3.74,3.65,0,518,0.28
Male,OA,N,African American,3.53,3.34,0,515,0.08
Female,RB,N,African American,3.08,2.75,0,485,
Female,RB,N,White/Caucasian,3.71,3.54,0,512,1.73
Female,RB,N,Asian,3.71,3.6,0,507,0.73
Male,RB,N,White/Caucasian,3.91,4,0,510,-0.45
Female,RB,N,African American,3.74,3.61,0,506,-0.73
Male,RB,N,African American,3.2,2.96,0,503,-0.24
Female,RB,N,African American,3.06,2.9,1.6,501,-0.7
Female,RB,N,African American,3.69,3.68,4,504,-0.48
Male,RB,N,White/Caucasian,3.75,3.64,0,506,0.95
Male,RB,N,Asian,3.88,3.88,0,515,0.69
Female,RB,N,Multiple,2.91,2.68,0,486,-0.33
Male,WM,Y,Multiple,4,4,0,510,0.36
Female,RB,N,Asian,3.09,2.89,0,489,-0.09
Male,RB,N,White/Caucasian,3.74,3.54,0,510,-1.22
Female,RB,N,Asian,2.6,2,4,493,0.6
Male,RB,N,Asian,3.6,3.45,3.86,509,-0.67
Male,OA,N,African American,3.69,3.7,0,515,-0.81
Female,RB,N,Asian,3.36,3.24,0,495,-2.01
Male,WA,N,Hispanic,4,4,0,513,
Female,RB,N,Hispanic,3.79,3.7,3.61,508,0.45
Female,WA,N,Hispanic,4,4,0,518,-0.35
Male,RB,N,Hispanic,2.99,3.12,0,515,0.1
Female,RB,N,African American,3.77,3.67,0,493,-3
Male,RB,N,Asian,3.31,3.12,0,512,
Female,RB,N,African American,3.53,3.13,0,515,1.57
Female,RB,N,African American,3.19,2.8,0,487,-1.49
Female,WM,N,Asian,4,4,0,516,0.69
Male,RB,N,Asian,3.76,3.49,4,516,0.44
Male,RB,N,White/Caucasian,3.83,3.7,0,505,-0.57
Female,RB,N,Asian,3.65,3.56,0,504,0.27
Female,RB,N,Asian,3.91,3.9,0,505,-0.95
Female,RB,N,White/Caucasian,3.98,3.95,0,508,
Male,WM,N,Hispanic,3.72,3.57,0,521,0.99
Male,RB,N,Hispanic,3.07,2.81,0,503,0.64
Male,WB,N,Hispanic,3.64,3.65,0,511,-0.79
Female,RB,N,Hispanic,3.54,3.32,0,506,-0.35
Female,RB,N,Hispanic,3.98,3.98,0,503,-0.87
Male,RB,N,Hispanic,3.36,3.28,0,501,-0.57
Female,RB,N,Hispanic,3.24,2.99,3.67,497,0.97
Male,WM,Y,Hispanic,4,4,0,503,-0.39
Female,RB,N,Hispanic,3.7,3.52,0,503,-1.68
Female,RB,N,Hispanic,3.19,2.83,3.32,495,
Female,RB,N,African American,3.04,2.73,3.28,493,0.59
Male,RB,N,Multiple,3.89,3.88,0,501,
Male,WA,N,Hispanic,3.96,3.98,0,520,0.74
Female,RB,N,Asian,3.09,2.87,0,483,0.37
Female,RB,N,Asian,4,4,0,508,-1.41
Female,RB,N,Hispanic,3.45,3.35,0,511,0.66
Female,RB,N,Hispanic,3.23,3,3.69,508,
Female,RB,N,White/Caucasian,3.78,3.67,0,489,-0.49
Female,RB,N,Hispanic,3.65,3.38,0,506,1.7
Male,RB,N,Multiple,3.5,3.34,0,512,
Male,RAI,N,White/Caucasian,3.97,4,0,522,0.42
Male,RB,N,White/Caucasian,3.98,3.96,0,510,-0.51
Female,RB,N,White/Caucasian,3.89,3.73,0,511,0.45
Male,RB,N,Asian,3.52,3.5,3.39,496,0.96
Male,RB,N,Asian,3.6,3.33,0,,
Female,WM,N,Hispanic,3.98,3.95,0,512,-0.23
Male,RB,N,White/Caucasian,3.49,3.43,0,492,0.95
Male,RAI,N,Hispanic,4,4,0,511,-0.11
Female,OA,N,Hispanic,3.71,3.66,0,515,-0.81
Female,RB,N,Asian,3.96,3.92,0,511,0.86
Male,RAI,N,Hispanic,3.97,3.96,0,510,-0.98
Female,RB,N,Hispanic,3.36,2.98,0,500,0.24
Female,RB,N,Hispanic,3.8,3.75,0,499,
Female,RB,N,Unreported,2.91,2.44,0,493,0.11
Female,RB,N,Asian,3.6,3.36,4,486,0.54
Male,RB,N,Asian,3.73,3.72,2.48,508,-1.01
Male,RB,N,Asian,3.8,3.82,0,510,1.88
Female,RB,N,Asian,3.93,3.96,0,511,0.08
Female,RB,N,Asian,3.63,3.45,4,480,
Female,WM,N,Asian,3.77,3.58,0,521,0.59
Male,RB,N,Asian,3.85,3.84,0,507,-2.09
Male,OA,N,Asian,3.89,3.91,0,520,1.73
Female,OA,N,Asian,4,4,0,515,-0.14
Male,RB,N,Asian,3.85,3.79,0,512,1.01
Female,RAI,N,Asian,4,4,0,519,0.78
Female,RB,N,Asian,3.58,3.49,3.08,499,
Male,RB,N,White/Caucasian,3.93,3.95,0,511,0.02
Male,RB,N,Asian,3.94,3.88,0,511,-0.51
Male,RB,N,Hispanic,3.31,3.32,3.85,496,-0.57
Female,RB,N,Hispanic,3.57,3.22,0,478,-1.07
Male,RB,N,Multiple,3.4,3.39,4,498,-0.16
Female,RB,N,Asian,3.68,3.53,0,502,0.59
Female,RB,N,White/Caucasian,3.77,3.75,0,508,-0.84
Male,WA,N,Hispanic,4,4,0,524,-0.24
Female,RB,N,Hispanic,3.2,2.9,0,498,0.01
Female,WA,N,African American,3.86,3.8,0,511,0.34
Female,RB,N,Asian,3.51,3.33,3.86,512,0.02
Male,WM,N,Hispanic,3.71,3.69,0,513,1.03
Male,RB,N,Hispanic,3.72,3.64,3.84,498,-2.98
Male,RB,N,Hispanic,3.94,3.91,0,496,-1.99
Female,RB,N,Hispanic,3.77,3.54,0,510,1.01
Female,RB,N,Hispanic,3.73,3.7,0,503,
Female,RB,N,Hispanic,3.53,3.21,0,503,
Female,RB,N,Hispanic,3.78,3.63,0,497,0.18
Female,RAI,N,Multiple,3.75,3.83,0,514,0.74
Female,RB,N,Unreported,3.65,3.43,0,507,
Female,OA,N,Asian,3.86,3.82,0,517,-0.43
Female,RB,N,White/Caucasian,3.93,3.93,0,504,-0.26
Male,RB,N,Asian,3.5,3.23,3,516,-0.28
Male,RB,N,Asian,3.95,4,0,510,0.27
Male,RB,N,Asian,3.86,3.86,0,507,2.45
Female,RB,N,Asian,3.34,2.99,3.51,500,0.05
Male,WM,N,Asian,3.96,3.94,0,517,-0.11
Male,RB,N,Asian,3.62,3.34,0,,
Female,RB,N,Unreported,3.97,4,0,515,-0.45
Female,WM,N,Asian,3.59,3.44,0,519,0.51
Female,WA,N,Asian,4,4,0,523,0.04
Female,RB,N,Asian,3.53,3.2,0,512,1.37
Female,RB,N,Hispanic,3.96,3.94,1.45,504,
Male,RB,N,Asian,4,4,0,515,0.56
Male,WM,Y,Hispanic,3.94,3.9,0,501,-1.24
Male,OA,N,Hispanic,3.76,3.79,0,512,-0.79
Male,RB,N,Hispanic,4,4,0,508,-0.65
Female,RB,N,White/Caucasian,3.53,3.37,0,501,-0.28
Male,RB,N,Asian,3.62,3.5,4,498,-0.88
Male,WA,N,White/Caucasian,3.93,3.88,0,520,-0.35
Male,WA,N,White/Caucasian,3.93,3.88,0,520,-0.35
Male,RB,N,White/Caucasian,3.64,3.64,3.04,509,0.28
Female,RB,N,Hispanic,3.33,3.19,0,,
Female,RB,N,White/Caucasian,3.73,3.59,0,502,-0.27
Female,RB,N,White/Caucasian,3.73,3.59,0,502,-0.27
Female,RB,N,White/Caucasian,3.69,3.49,0,501,
Male,RB,N,Hispanic,3.45,3.49,0,505,-1.06
Female,RB,N,Unreported,3.86,3.77,0,,
Female,RB,N,Asian,3.68,3.55,0,499,
Female,RB,N,Hispanic,3.2,3.16,0,507,-0.86
Female,RB,N,Hispanic,3.22,3.03,0,498,-1.3
Male,RB,N,Hispanic,3.25,3.47,3.07,509,
Male,RB,N,Hispanic,3.98,3.97,0,,
Female,RB,N,Hispanic,3.6,3.38,0,505,
Female,RB,N,Hispanic,3.67,3.74,0,482,0.43
Male,RB,N,Hispanic,3.42,3.25,3.74,493,
Female,OA,N,Hispanic,3.95,3.91,0,513,
Female,WM,Y,Hispanic,4,4,0,509,-1.5
Male,RB,N,Hispanic,2.9,2.75,3.5,496,0.75
Female,RB,N,Hispanic,3.85,3.85,0,506,-1.59
Male,RB,N,Hispanic,3.35,3.36,3.82,500,
Female,RB,N,Hispanic,3.84,3.85,0,507,
Female,RB,N,Asian,3.58,3.2,4,502,0.8
Female,RB,N,Asian,3.85,3.82,0,510,-0.98
Male,RB,N,Asian,3.78,3.71,0,517,-1.71
Female,RB,N,White/Caucasian,3.65,3.36,0,506,
Male,RB,N,Unreported,3.86,3.95,0,505,-0.49
Male,RB,N,White/Caucasian,4,4,0,511,0.01
Female,RB,N,Unreported,3.52,3.57,0,503,-0.24
Male,WI,N,Asian,4,4,0,521,1.82
Female,OA,N,Hispanic,3.77,3.69,0,511,-0.4
Female,RB,N,Multiple,3.08,2.54,0,486,0.08
Female,WB,N,Asian,3.84,3.8,0,489,
Female,RB,N,Asian,3.97,3.98,0,511,-0.4
Female,RB,N,Asian,3.38,2.87,0,492,0.64
Male,RB,N,Asian,3.86,3.82,0,506,
Female,RB,N,Asian,3.89,3.91,3.87,493,
Female,RB,N,Asian,3.33,3.06,3.67,512,1.2
Female,RB,N,Asian,3.9,3.83,0,494,-0.95
Male,RAI,N,White/Caucasian,3.95,3.97,0,517,-1.87
Male,RB,N,African American,3.3,3.01,1.08,494,-1.38
Male,RB,N,Hispanic,3.49,3.14,0,508,0.26
Female,RB,N,Asian,3.98,3.96,0,507,
Female,RB,N,Unreported,3.3,3.27,0,,
Male,RB,N,Asian,3.33,3.45,3,510,
Female,RB,N,White/Caucasian,3.42,3.24,0,497,-1.08
Female,RB,N,White/Caucasian,3.92,3.88,0,500,0.11
Female,WM,N,Asian,4,4,0,514,-0.25
Female,WM,N,Asian,3.71,3.64,0,518,-0.59
Male,RB,N,Asian,3.97,3.94,0,509,
Female,RB,N,Asian,3.7,3.6,0,507,
Female,RB,N,Asian,3.59,3.62,0,501,
Female,RB,N,Asian,3.07,2.66,3.6,481,
Male,RB,N,Asian,3.58,3.55,3.91,493,
Female,RB,N,Asian,3.6,3.47,0,513,1.11
Female,RB,N,White/Caucasian,3.76,3.78,0,507,0.73
Male,RB,N,White/Caucasian,3.54,3.38,0,511,
Female,RB,N,White/Caucasian,3.93,3.86,0,504,
Female,RB,N,White/Caucasian,3.77,3.67,4,511,0.78
Male,RB,N,African American,3.83,3.93,3.64,497,-0.37
Female,WB,N,African American,3.27,2.94,0,488,0.02
Female,RB,N,Asian,3.85,3.77,0,,
Male,RAI,N,White/Caucasian,3.85,3.7,0,520,-0.17
Male,WM,N,White/Caucasian,3.9,3.94,0,514,-1.41
Male,RB,N,White/Caucasian,3.62,3.52,0,499,0.24
Male,RAI,N,White/Caucasian,4,4,0,513,
Male,RB,N,White/Caucasian,3.54,3.91,0,510,0.42
Male,RB,N,White/Caucasian,3.66,3.4,0,508,1.5
Female,RB,N,Hispanic,3.75,3.55,0,506,0.96
Female,OA,N,White/Caucasian,3.8,3.58,0,517,0.96
Female,RB,N,White/Caucasian,3.76,3.63,2.96,499,-1.45
Female,WM,N,Asian,4,4,0,522,0.26
Female,RB,N,Asian,3.81,3.48,0,518,-0.19
Male,RB,N,Asian,3.65,3.57,0,516,-0.04
Female,RB,N,White/Caucasian,3.48,3.14,0,506,0.75
Female,RB,N,White/Caucasian,4,4,0,513,
Female,RB,N,White/Caucasian,3.91,3.87,0,510,0.53
Female,RB,N,African American,3.57,3.39,0,496,
Male,RB,N,White/Caucasian,3.59,3.57,0,512,0.31
Female,RB,N,White/Caucasian,3.59,3.25,0,491,
Male,RB,N,White/Caucasian,3.36,3.3,0,501,-1.23
Male,RB,N,White/Caucasian,2.69,2.39,0,484,-0.44
Male,RB,N,White/Caucasian,3.28,3.41,4,512,-0.45
Male,RAI,N,White/Caucasian,4,4,0,519,-0.89
Male,RB,N,White/Caucasian,3.56,3.44,0,502,0.33
Male,RB,N,White/Caucasian,3.6,3.45,3.83,518,-1.01
Female,RB,N,White/Caucasian,4,4,0,511,0.93
Female,RB,N,White/Caucasian,3.05,3.25,0.92,507,0.34
Male,RB,N,White/Caucasian,3.8,3.69,0,508,-0.73
Male,RB,N,White/Caucasian,3.91,4,0,506,-0.56
Female,WB,N,African American,3.72,3.62,0,,
Female,OA,N,Asian,3.9,3.88,3.97,519,1
Female,WM,N,Asian,3.74,3.62,0,514,0.53
Male,WM,N,Asian,3.91,3.8,0,521,1.07
Female,WM,N,Asian,3.98,4,0,517,1.03
Female,WA,N,Asian,4,4,0,524,0.37
Male,RB,N,Asian,4,4,0,518,2.45
Male,OA,N,Asian,3.58,3.88,0,521,1.74
Male,RB,N,Asian,3.98,3.97,0,515,
Male,RB,N,Asian,3.6,3.41,0,501,-0.05
Female,WA,N,Asian,3.97,3.95,0,519,1.66
Male,RB,N,Multiple,3.48,3.63,0,509,0.12
Male,RAI,N,Asian,3.85,3.8,0,518,
Male,RB,N,Multiple,3.52,3.29,0,,
Female,RB,N,Asian,3.94,3.88,0,518,1.74
Female,RB,N,Asian,3.64,3.53,2,496,-0.48
Female,RB,N,Asian,3.7,3.37,0,507,-0.33
Female,RB,N,Asian,4,4,0,510,
Female,RB,N,Asian,3.9,3.82,0,,
Female,WI,N,White/Caucasian,4,4,0,515,0.67
Female,WI,N,White/Caucasian,4,4,0,515,0.67
Male,RB,N,White/Caucasian,3.84,3.8,0,512,-0.64
Male,RB,N,White/Caucasian,3.82,3.75,0,513,-1.54
Male,RB,N,Hispanic,3.25,3.15,0,496,
Female,WA,N,Unreported,4,4,0,523,2.13
Male,RB,N,White/Caucasian,3.77,3.7,2,508,
Female,RB,N,White/Caucasian,3.2,3.06,0,,
Female,RB,N,Hispanic,3.08,2.88,3.27,,
Male,RB,N,Asian,3.9,3.81,0,495,0.85
Female,RB,N,African American,3.71,3.62,0,492,-1.95
Female,RB,N,White/Caucasian,3.17,2.63,0,500,0.41
Female,RB,N,African American,2.9,2.26,3.6,492,
Male,WM,Y,White/Caucasian,3.78,3.75,0,508,-1.07
Female,WM,N,White/Caucasian,3.74,3.62,0,515,
Female,RAI,N,White/Caucasian,3.78,3.64,0,514,0.28
Male,RB,N,White/Caucasian,3.97,3.94,0,509,0.02
Female,RB,N,White/Caucasian,3.28,2.88,0,500,
Female,RB,N,White/Caucasian,3.91,3.87,0,491,
Female,WA,N,White/Caucasian,4,4,0,527,2.46
Female,DF,N,White/Caucasian,3.91,3.95,0,523,0.26
Female,RB,N,White/Caucasian,3.93,4,0,509,-0.65
Female,WB,N,Asian,3.79,3.69,0,,
Female,RB,N,African American,3.07,2.84,3.75,498,-0.15
Male,RB,N,White/Caucasian,3.82,3.76,0,517,-1.25
Male,RB,N,White/Caucasian,3.81,3.65,0,514,
Female,RB,N,White/Caucasian,4,4,0,509,-0.15
Female,RB,N,White/Caucasian,3.88,3.76,0,502,0.05
Female,RB,N,African American,3.33,3.28,3.56,497,-1.81
Female,RB,N,American Indian,3.11,2.91,3.74,505,-1.05
Female,RB,N,Asian,3.53,3.29,3.44,513,-0.43
Male,RB,N,Asian,3.59,3.5,0,501,
Male,RB,N,Asian,3.63,3.58,0,512,-2.35
Male,RB,N,Asian,3.8,3.81,0,511,1.42
Male,RAI,N,Hispanic,3.99,4,0,521,-0.24
Male,RB,N,White/Caucasian,3.89,3.84,0,512,-0.99
Female,WM,N,Unreported,3.94,3.95,0,518,0.18
Male,RB,N,Multiple,4,4,0,519,0.09
Female,RB,N,White/Caucasian,3.44,3.37,0,503,1.02
Female,RB,N,White/Caucasian,3.94,3.85,0,506,
Male,RB,N,Hispanic,3.67,3.71,3.73,504,-0.13
Female,RB,N,White/Caucasian,3.58,3.28,0,497,-0.65
Male,WA,N,White/Caucasian,4,4,0,521,1.15
Male,RB,N,Hispanic,2.68,2.37,3.55,493,-2.08
Male,RB,N,White/Caucasian,3.82,3.71,0,514,-0.9
Female,WB,N,White/Caucasian,3.96,3.97,0,517,-1.41
Male,OA,N,Hispanic,3.91,3.88,0,520,-1.48
Male,RB,N,White/Caucasian,3.62,3.57,0,503,0.61
Male,WA,N,White/Caucasian,3.88,3.78,0,519,0.86
Male,RB,N,Multiple,3.85,3.82,0,507,0.05
Female,RB,N,Multiple,4,4,0,482,
Male,RB,N,Asian,4,4,0,510,1.03
Male,WM,N,White/Caucasian,3.74,3.56,3.93,515,1.33
Female,RB,N,White/Caucasian,3.68,3.55,0,500,0.1
Female,RB,N,Hispanic,4,4,0,505,-0.59
Female,RB,N,White/Caucasian,3.48,3.44,0,508,-0.67
Female,RB,N,Hispanic,3.39,3.41,3.69,509,0.4
Male,RB,N,White/Caucasian,3.63,3.41,0,517,
Male,RAI,N,Hispanic,3.92,3.86,0,516,-0.28
Male,RAI,N,Hispanic,3.92,3.86,0,516,-0.28
Female,OA,N,White/Caucasian,3.68,3.63,0,514,-0.97
Female,RB,N,White/Caucasian,4,4,0,506,0.35
Female,RB,N,White/Caucasian,3.49,3.37,0,503,
Male,RB,N,White/Caucasian,3.59,3.33,0,509,-0.14
Male,RB,N,White/Caucasian,3.64,3.65,0,507,-1.28
Female,RB,N,White/Caucasian,3.77,3.73,3,508,-1.8
Female,RB,N,African American,2.99,3.2,0,501,
Male,RB,N,White/Caucasian,3.41,3.26,3.33,501,-0.18
Male,RB,N,White/Caucasian,3.55,3.43,0,509,-0.23
Male,RB,N,White/Caucasian,3.79,3.89,0,514,-1.47
Male,RB,N,White/Caucasian,3.78,3.59,0,509,1.01
Female,RB,N,White/Caucasian,2.7,2.34,0,506,
Male,WM,N,White/Caucasian,3.78,3.69,0,524,-0.2
Male,RB,N,White/Caucasian,3.51,3.39,3.65,511,-0.16
Male,RB,N,White/Caucasian,3.59,3.53,0,511,-0.83
Male,RB,N,White/Caucasian,4,4,0,518,0.68
Female,RB,N,Hispanic,3.09,2.93,3.62,492,0.05
Male,RB,N,White/Caucasian,3.67,3.33,3.93,514,0.68
Female,RB,N,White/Caucasian,3.89,3.82,0,504,-0.35
Male,RAI,N,White/Caucasian,3.82,3.89,0,513,
Male,RAI,N,White/Caucasian,3.68,3.56,0,516,1.27
Female,RAI,N,White/Caucasian,3.86,3.77,0,518,-0.48
Male,RB,N,White/Caucasian,3.09,2.28,0,485,
Female,RB,N,African American,3.26,3.16,3.82,491,-1.07
Female,RB,N,White/Caucasian,3.96,3.92,0,507,
Female,RB,N,White/Caucasian,3.27,2.98,3.39,497,
Male,RB,N,White/Caucasian,3.18,2.85,0,500,0.29
Male,RB,N,White/Caucasian,3.56,3.53,0,,
Male,RB,N,White/Caucasian,3.56,3.29,0,509,-0.76
Female,RB,N,African American,3.58,3.36,0,492,0.6
Male,WI,N,White/Caucasian,3.92,3.86,0,517,0.2
Female,WA,N,White/Caucasian,4,4,0,524,0.28
Female,RB,N,White/Caucasian,3.66,3.53,0,,
Male,RB,N,African American,3.7,3.53,0,505,
Female,RB,N,African American,3.53,3.5,0,495,-0.24
Female,RB,N,African American,3.67,3.53,1,500,-1.18
Male,RB,N,Hispanic,3.55,3.33,0,509,0.62
Female,OA,Y,White/Caucasian,3.83,3.79,0,517,-0.07
Male,WM,N,Hispanic,3.97,3.95,0,519,-1.22
Female,RB,N,African American,3.55,3.22,0,508,0.24
Female,RB,N,Hispanic,3.82,3.8,0,499,-0.83
Male,RB,N,African American,3.35,3.32,2.7,497,0.15
Male,RB,N,White/Caucasian,3.77,3.31,0,491,-1.78
Female,RB,N,African American,3.16,3.08,3.18,501,0.53
Female,RB,N,White/Caucasian,3.87,3.8,3.89,508,0.47
Male,RAI,N,White/Caucasian,3.32,3.52,3.78,509,-0.57
Male,WB,N,Unreported,3.88,3.82,0,508,-1.18
Female,WM,N,White/Caucasian,4,4,0,515,-0.11
Female,RB,N,White/Caucasian,3.7,3.59,0,503,-0.9
Male,RB,N,White/Caucasian,4,4,0,511,-0.33
Male,RAI,N,White/Caucasian,4,4,1.86,514,0.06
